4.8400e+02	7.9718e-03	7.8482e-04	7.2828e-03	7.6341e-04	3.9156e-03	2.6023e-04	3.4760e+03	5.8958e+01	8.6100e+02	2.9343e+01	4.0282e-01	1.5466e-02	NaN	NaN
4.8600e+02	7.6696e-03	7.9333e-04	6.8383e-03	7.6743e-04	5.9047e-03	3.8595e-04	3.6120e+03	6.0100e+01	7.8500e+02	2.8018e+01	3.9234e-01	1.6256e-02	NaN	NaN
4.8800e+02	7.2493e-03	7.3997e-04	6.3505e-03	7.1549e-04	4.9310e-03	3.1472e-04	3.5800e+03	5.9833e+01	7.8000e+02	2.7928e+01	4.1108e-01	1.4905e-02	NaN	NaN
4.9000e+02	9.6247e-03	8.6712e-04	8.4477e-03	8.2478e-04	6.8535e-03	4.4928e-04	3.3790e+03	5.8129e+01	8.2600e+02	2.8740e+01	3.9741e-01	1.8054e-02	NaN	NaN
4.9200e+02	9.4524e-03	8.1912e-04	8.1106e-03	7.7688e-04	6.6634e-03	4.0650e-04	3.6330e+03	6.0274e+01	9.0400e+02	3.0067e+01	4.0275e-01	1.6448e-02	NaN	NaN
4.9400e+02	7.5727e-03	7.6844e-04	6.3273e-03	7.3074e-04	5.5614e-03	3.5863e-04	3.7870e+03	6.1539e+01	8.8800e+02	2.9799e+01	4.0025e-01	1.7271e-02	NaN	NaN
4.9600e+02	1.0419e-02	8.6162e-04	8.7676e-03	8.0604e-04	7.3410e-03	4.5665e-04	3.6570e+03	6.0473e+01	8.8000e+02	2.9665e+01	3.9744e-01	1.7090e-02	NaN	NaN
4.9800e+02	8.2670e-03	7.8749e-04	6.7302e-03	7.3974e-04	5.7312e-03	3.7027e-04	3.7620e+03	6.1335e+01	8.7900e+02	2.9648e+01	3.9970e-01	1.7421e-02	NaN	NaN
5.0000e+02	9.9203e-03	9.2526e-04	8.0254e-03	8.3999e-04	7.7954e-03	5.6575e-04	3.8470e+03	6.2024e+01	9.1400e+02	3.0232e+01	3.9214e-01	2.2728e-02	NaN	NaN
5.0200e+02	1.0444e-02	8.9335e-04	8.0695e-03	8.0395e-04	9.3700e-03	6.1277e-04	3.7050e+03	6.0869e+01	8.6400e+02	2.9394e+01	3.9487e-01	1.9430e-02	NaN	NaN
5.0400e+02	9.6639e-03	8.4069e-04	7.3242e-03	7.5964e-04	8.0434e-03	5.1012e-04	4.0270e+03	6.3459e+01	9.6200e+02	3.1016e+01	3.9493e-01	1.8729e-02	NaN	NaN
5.0600e+02	1.1305e-02	1.0097e-03	8.4516e-03	8.7070e-04	9.6668e-03	7.1355e-04	3.6180e+03	6.0150e+01	8.8200e+02	2.9698e+01	3.9325e-01	2.3751e-02	NaN	NaN
5.0800e+02	1.1028e-02	9.1607e-04	7.7822e-03	7.9133e-04	1.2209e-02	8.0795e-04	3.6840e+03	6.0696e+01	7.7700e+02	2.7875e+01	3.9546e-01	1.9811e-02	NaN	NaN
5.1000e+02	1.2008e-02	9.4581e-04	8.2286e-03	7.9771e-04	1.2874e-02	8.3331e-04	3.6430e+03	6.0357e+01	8.2300e+02	2.8688e+01	4.0070e-01	1.9878e-02	NaN	NaN
5.1200e+02	1.2874e-02	9.7003e-04	8.7103e-03	8.0388e-04	1.3833e-02	8.9071e-04	3.5150e+03	5.9287e+01	7.9000e+02	2.8107e+01	4.0985e-01	2.0064e-02	NaN	NaN
5.1400e+02	1.3103e-02	1.0202e-03	8.6643e-03	8.3683e-04	1.3299e-02	8.7527e-04	3.4190e+03	5.8472e+01	8.1700e+02	2.8583e+01	3.9134e-01	1.9946e-02	NaN	NaN
5.1600e+02	1.2473e-02	9.8963e-04	8.1060e-03	8.0965e-04	1.2221e-02	8.1552e-04	3.3340e+03	5.7741e+01	7.9300e+02	2.8160e+01	3.9883e-01	2.0467e-02	NaN	NaN
5.1800e+02	1.1947e-02	1.0187e-03	7.7022e-03	8.2005e-04	1.0373e-02	7.4997e-04	3.4430e+03	5.8677e+01	8.3700e+02	2.8931e+01	3.9621e-01	2.3107e-02	NaN	NaN
5.2000e+02	1.2672e-02	1.0059e-03	8.2041e-03	8.1761e-04	1.1906e-02	8.1136e-04	3.4480e+03	5.8720e+01	7.6800e+02	2.7713e+01	3.9222e-01	2.0550e-02	NaN	NaN
5.2200e+02	1.3441e-02	1.1038e-03	8.4576e-03	8.5988e-04	1.3277e-02	9.7307e-04	3.2820e+03	5.7289e+01	7.3300e+02	2.7074e+01	3.9429e-01	2.3156e-02	NaN	NaN
5.2400e+02	1.1729e-02	1.0063e-03	7.1489e-03	7.8815e-04	1.2139e-02	8.8068e-04	3.4550e+03	5.8779e+01	8.4000e+02	2.8983e+01	4.0231e-01	2.3967e-02	NaN	NaN
5.2600e+02	1.3070e-02	1.1796e-03	8.0461e-03	8.8148e-04	1.3867e-02	1.1209e-03	3.3760e+03	5.8103e+01	8.3200e+02	2.8844e+01	3.9955e-01	2.7855e-02	NaN	NaN
5.2800e+02	9.9523e-03	9.0070e-04	5.7358e-03	7.1623e-04	1.1114e-02	7.9804e-04	3.6220e+03	6.0183e+01	8.6500e+02	2.9411e+01	4.0479e-01	2.3781e-02	NaN	NaN
5.3000e+02	1.0726e-02	9.8256e-04	6.5130e-03	7.7698e-04	1.1537e-02	8.7416e-04	3.4950e+03	5.9119e+01	8.1300e+02	2.8513e+01	3.9306e-01	2.4651e-02	NaN	NaN
5.3200e+02	1.0423e-02	8.9501e-04	5.8853e-03	7.0453e-04	1.3463e-02	9.3682e-04	3.4810e+03	5.9000e+01	7.8100e+02	2.7946e+01	4.1251e-01	2.2886e-02	NaN	NaN
5.3400e+02	7.8005e-03	8.9221e-04	4.6864e-03	7.2971e-04	7.8176e-03	6.7877e-04	3.2940e+03	5.7393e+01	7.7100e+02	2.7767e+01	3.9278e-01	2.8707e-02	NaN	NaN
5.3600e+02	6.2996e-03	7.6811e-04	3.5548e-03	6.5461e-04	8.2709e-03	6.6701e-04	3.4310e+03	5.8575e+01	7.5100e+02	2.7404e+01	4.0122e-01	2.6396e-02	NaN	NaN
5.3800e+02	6.9276e-03	7.8419e-04	4.1893e-03	6.7222e-04	7.2304e-03	5.5951e-04	3.2850e+03	5.7315e+01	7.9200e+02	2.8142e+01	4.0233e-01	2.4848e-02	NaN	NaN
5.4000e+02	5.4834e-03	7.2964e-04	3.2902e-03	6.4383e-04	5.9549e-03	4.8431e-04	3.4290e+03	5.8558e+01	8.0700e+02	2.8408e+01	3.9947e-01	2.6119e-02	NaN	NaN
5.4200e+02	4.8289e-03	7.0717e-04	3.1764e-03	6.4225e-04	4.8797e-03	4.1586e-04	3.3210e+03	5.7628e+01	7.5100e+02	2.7404e+01	4.0046e-01	2.6836e-02	NaN	NaN
5.4400e+02	3.5904e-03	6.6868e-04	2.2034e-03	6.1632e-04	4.4942e-03	4.1200e-04	3.3300e+03	5.7706e+01	7.4400e+02	2.7276e+01	3.9935e-01	2.9540e-02	NaN	NaN
5.4600e+02	3.3418e-03	6.2811e-04	2.1415e-03	5.8782e-04	3.3795e-03	2.9733e-04	3.3360e+03	5.7758e+01	7.7000e+02	2.7749e+01	4.1480e-01	2.7689e-02	NaN	NaN
5.4800e+02	1.7144e-03	6.1023e-04	1.0307e-03	5.9167e-04	2.0210e-03	1.9810e-04	3.4250e+03	5.8523e+01	8.3900e+02	2.8965e+01	3.9078e-01	2.7494e-02	NaN	NaN
5.5000e+02	1.9610e-03	5.9081e-04	1.2631e-03	5.7033e-04	1.9841e-03	1.9384e-04	3.3050e+03	5.7489e+01	8.1200e+02	2.8496e+01	4.1049e-01	2.8691e-02	NaN	NaN
5.5200e+02	1.5953e-03	5.8901e-04	1.1099e-03	5.7583e-04	1.5959e-03	1.5685e-04	3.3960e+03	5.8275e+01	8.1600e+02	2.8566e+01	3.9990e-01	2.5068e-02	NaN	NaN
5.5400e+02	1.0911e-03	5.7921e-04	7.0507e-04	5.6907e-04	1.1572e-03	1.2708e-04	3.4390e+03	5.8643e+01	8.0600e+02	2.8390e+01	3.9772e-01	2.5466e-02	NaN	NaN
5.5600e+02	1.7789e-03	6.0335e-04	1.3765e-03	5.8936e-04	9.4513e-04	1.1580e-04	3.3470e+03	5.7853e+01	8.7300e+02	2.9547e+01	3.9406e-01	2.9698e-02	NaN	NaN
5.5800e+02	1.0475e-03	5.6559e-04	7.9218e-04	5.5677e-04	8.9446e-04	1.1495e-04	3.4200e+03	5.8481e+01	7.9300e+02	2.8160e+01	4.0602e-01	3.1880e-02	NaN	NaN
5.6000e+02	9.8846e-04	5.7849e-04	7.8721e-04	5.7134e-04	6.4104e-04	9.0072e-05	3.3910e+03	5.8232e+01	8.1400e+02	2.8531e+01	3.9378e-01	2.5607e-02	NaN	NaN
5.6200e+02	9.7226e-04	5.7170e-04	7.9339e-04	5.6476e-04	5.8703e-04	8.6995e-05	3.4070e+03	5.8370e+01	8.2300e+02	2.8688e+01	3.9711e-01	2.8144e-02	NaN	NaN
5.6400e+02	8.8763e-04	5.5229e-04	7.8293e-04	5.4664e-04	4.4069e-04	7.4919e-05	3.3960e+03	5.8275e+01	8.7000e+02	2.9496e+01	4.0972e-01	3.2211e-02	NaN	NaN
5.6600e+02	1.5800e-03	5.8368e-04	1.4615e-03	5.7692e-04	4.2823e-04	7.5629e-05	3.3110e+03	5.7541e+01	8.3300e+02	2.8862e+01	3.9872e-01	3.0924e-02	NaN	NaN
5.6800e+02	9.8935e-04	5.6321e-04	8.7441e-04	5.5743e-04	3.5909e-04	6.9907e-05	3.4290e+03	5.8558e+01	8.0200e+02	2.8320e+01	3.9878e-01	2.8106e-02	NaN	NaN
5.7000e+02	4.0713e-04	5.5423e-04	3.3983e-04	5.4962e-04	2.5526e-04	6.1866e-05	3.4770e+03	5.8966e+01	8.5000e+02	2.9155e+01	3.9618e-01	2.9878e-02	NaN	NaN
5.7200e+02	3.6929e-04	5.6344e-04	3.1708e-04	5.5901e-04	2.0593e-04	5.8938e-05	3.4110e+03	5.8404e+01	8.3600e+02	2.8914e+01	3.8911e-01	2.7375e-02	NaN	NaN
5.7400e+02	3.4411e-04	5.5292e-04	3.1083e-04	5.4878e-04	2.4752e-04	6.2256e-05	3.3480e+03	5.7862e+01	7.9000e+02	2.8107e+01	3.9627e-01	3.0047e-02	NaN	NaN
5.7600e+02	4.5117e-04	5.5292e-04	3.8899e-04	5.4830e-04	1.7385e-04	5.7145e-05	3.4470e+03	5.8711e+01	7.9400e+02	2.8178e+01	3.9420e-01	3.3113e-02	NaN	NaN
5.7800e+02	6.6520e-04	5.5090e-04	6.2798e-04	5.4659e-04	1.0980e-04	5.1873e-05	3.3370e+03	5.7767e+01	7.7800e+02	2.7893e+01	3.9918e-01	3.3230e-02	NaN	NaN
5.8000e+02	2.1278e-04	5.4682e-04	1.9678e-04	5.4297e-04	1.4331e-04	5.3909e-05	3.4140e+03	5.8429e+01	8.1700e+02	2.8583e+01	3.9403e-01	2.9804e-02	NaN	NaN
5.8200e+02	8.7629e-04	5.7902e-04	8.0799e-04	5.7384e-04	1.3755e-04	5.6282e-05	3.3710e+03	5.8060e+01	7.6200e+02	2.7604e+01	3.7898e-01	3.1971e-02	NaN	NaN
5.8400e+02	1.1549e-03	5.8423e-04	1.1043e-03	5.7911e-04	1.1576e-04	5.3525e-05	3.1230e+03	5.5884e+01	7.8700e+02	2.8054e+01	3.8512e-01	3.5870e-02	NaN	NaN
5.8600e+02	7.1503e-04	5.5513e-04	6.7258e-04	5.5066e-04	8.6719e-05	5.0155e-05	3.0900e+03	5.5588e+01	7.5600e+02	2.7495e+01	3.9681e-01	3.2627e-02	NaN	NaN
5.8800e+02	2.7296e-04	5.5900e-04	2.3220e-04	5.5469e-04	1.0511e-04	5.2994e-05	3.2830e+03	5.7297e+01	7.6300e+02	2.7622e+01	3.8339e-01	3.5880e-02	NaN	NaN
5.9000e+02	-2.9118e-04	5.3142e-04	-3.0938e-04	5.2778e-04	9.5662e-05	5.0396e-05	3.4460e+03	5.8703e+01	8.0700e+02	2.8408e+01	3.9484e-01	4.1986e-02	NaN	NaN
5.9200e+02	1.8468e-05	5.0068e-04	8.1514e-06	4.9721e-04	8.7189e-05	4.6787e-05	3.3040e+03	5.7480e+01	7.9400e+02	2.8178e+01	4.2219e-01	3.9965e-02	NaN	NaN
5.9400e+02	4.6706e-05	5.1421e-04	3.1122e-05	5.1059e-04	1.4281e-05	4.2986e-05	3.4010e+03	5.8318e+01	7.7700e+02	2.7875e+01	4.0799e-01	3.9248e-02	NaN	NaN
5.9600e+02	-3.2228e-04	5.3027e-04	-3.4607e-04	5.2661e-04	5.5968e-05	4.7806e-05	3.4920e+03	5.9093e+01	7.6600e+02	2.7677e+01	3.9069e-01	3.7557e-02	NaN	NaN
5.9800e+02	-1.2588e-05	5.1881e-04	-3.4217e-05	5.1512e-04	9.8715e-05	4.9743e-05	3.4700e+03	5.8907e+01	7.8500e+02	2.8018e+01	3.9991e-01	4.0575e-02	NaN	NaN
6.0000e+02	1.0169e-04	5.2406e-04	8.8045e-05	5.2039e-04	3.8744e-05	4.5158e-05	3.4930e+03	5.9102e+01	8.2300e+02	2.8688e+01	3.9509e-01	3.9801e-02	NaN	NaN
