LUNA Datafile
Version = 2.0
Scan = Spectrometer 

[Scan info]
Users: sbn, ttl,ck, jl
Ion name: ox170
Ion mass: 0.0 amu
Ion charge: 1

Laser used: Laser 1
Excitation wavelength: 582.5 nm
Laser filter OD: 1.5
Laser power: 0.20 mW

Flourescence filter type: Longpass filter
Filter wavelength: 561.0

[Consys]
No Consys info found
[Consys]

[Timing]
No Timing info found
[Timing]

[Data file info]


Time elapsed (min): 2.18333
Pictures taken: 1200
[Data file info]
[Scan info]

[Notes]
-176oC
[Notes]

[Detectors]
Wavelength	Bg	Sig	Ref

[AndorNewton]
5.50000E+2	6.22377E+5	6.22231E+5	1.46000E+2
5.50494E+2	6.17491E+5	6.17497E+5	-6.00000E+0
5.50988E+2	6.16161E+5	6.16332E+5	-1.71000E+2
5.51482E+2	6.15279E+5	6.15501E+5	-2.22000E+2
5.51976E+2	6.16439E+5	6.16348E+5	9.10000E+1
5.52470E+2	6.16121E+5	6.16008E+5	1.13000E+2
5.52963E+2	6.15297E+5	6.15548E+5	-2.51000E+2
5.53457E+2	6.14835E+5	6.14679E+5	1.56000E+2
5.53951E+2	6.14627E+5	6.14597E+5	3.00000E+1
5.54445E+2	6.14845E+5	6.14940E+5	-9.50000E+1
5.54939E+2	6.14533E+5	6.14197E+5	3.36000E+2
5.55433E+2	6.14549E+5	6.14143E+5	4.06000E+2
5.55926E+2	6.14097E+5	6.14025E+5	7.20000E+1
5.56420E+2	6.14087E+5	6.13911E+5	1.76000E+2
5.56914E+2	6.14432E+5	6.14443E+5	-1.10000E+1
5.57407E+2	6.14691E+5	6.14754E+5	-6.30000E+1
5.57901E+2	6.14999E+5	6.14882E+5	1.17000E+2
5.58394E+2	6.15094E+5	6.14982E+5	1.12000E+2
5.58888E+2	6.14612E+5	6.14321E+5	2.91000E+2
5.59381E+2	6.14010E+5	6.14195E+5	-1.85000E+2
5.59875E+2	6.13562E+5	6.13938E+5	-3.76000E+2
5.60368E+2	6.13778E+5	6.13773E+5	5.00000E+0
5.60862E+2	6.13069E+5	6.13024E+5	4.50000E+1
5.61355E+2	6.12848E+5	6.13208E+5	-3.60000E+2
5.61849E+2	6.12600E+5	6.12688E+5	-8.80000E+1
5.62342E+2	6.12265E+5	6.12288E+5	-2.30000E+1
5.62835E+2	6.12663E+5	6.12524E+5	1.39000E+2
5.63329E+2	6.12334E+5	6.12125E+5	2.09000E+2
5.63822E+2	6.12381E+5	6.12221E+5	1.60000E+2
5.64315E+2	6.12390E+5	6.12396E+5	-6.00000E+0
5.64809E+2	6.12319E+5	6.12335E+5	-1.60000E+1
5.65302E+2	6.12430E+5	6.12628E+5	-1.98000E+2
5.65795E+2	6.12387E+5	6.12339E+5	4.80000E+1
5.66288E+2	6.12345E+5	6.13411E+5	-1.06600E+3
5.66781E+2	6.12616E+5	6.12592E+5	2.40000E+1
5.67274E+2	6.12449E+5	6.12317E+5	1.32000E+2
5.67767E+2	6.12955E+5	6.12681E+5	2.74000E+2
5.68260E+2	6.12701E+5	6.12547E+5	1.54000E+2
5.68753E+2	6.12685E+5	6.13228E+5	-5.43000E+2
