LUNA Datafile
Version = 2.0
Scan = Spectrometer 

[Scan info]
Users: sbn, ttl,ck, jl
Ion name: ox170
Ion mass: 0.0 amu
Ion charge: 1

Laser used: Laser 1
Excitation wavelength: 565.0 nm
Laser filter OD: 1.5
Laser power: 0.20 mW

Flourescence filter type: Longpass filter
Filter wavelength: 561.0

[Consys]
No Consys info found
[Consys]

[Timing]
No Timing info found
[Timing]

[Data file info]


Time elapsed (min): 2.23333
Pictures taken: 1200
[Data file info]
[Scan info]

[Notes]
-176oC
[Notes]

[Detectors]
Wavelength	Bg	Sig	Ref

[AndorNewton]
5.50000E+2	6.22666E+5	6.22293E+5	3.73000E+2
5.50494E+2	6.19046E+5	6.17861E+5	1.18500E+3
5.50988E+2	6.17583E+5	6.16620E+5	9.63000E+2
5.51482E+2	6.15492E+5	6.15788E+5	-2.96000E+2
5.51976E+2	6.16618E+5	6.16711E+5	-9.30000E+1
5.52470E+2	6.16583E+5	6.16607E+5	-2.40000E+1
5.52963E+2	6.15595E+5	6.15788E+5	-1.93000E+2
5.53457E+2	6.15192E+5	6.15118E+5	7.40000E+1
5.53951E+2	6.15135E+5	6.14829E+5	3.06000E+2
5.54445E+2	6.15295E+5	6.15394E+5	-9.90000E+1
5.54939E+2	6.14844E+5	6.14287E+5	5.57000E+2
5.55433E+2	6.14369E+5	6.14696E+5	-3.27000E+2
5.55926E+2	6.14359E+5	6.14426E+5	-6.70000E+1
5.56420E+2	6.14416E+5	6.14505E+5	-8.90000E+1
5.56914E+2	6.14872E+5	6.14728E+5	1.44000E+2
5.57407E+2	6.15326E+5	6.15249E+5	7.70000E+1
5.57901E+2	6.15374E+5	6.15134E+5	2.40000E+2
5.58394E+2	6.15019E+5	6.15154E+5	-1.35000E+2
5.58888E+2	6.14532E+5	6.14517E+5	1.50000E+1
5.59381E+2	6.14286E+5	6.14477E+5	-1.91000E+2
5.59875E+2	6.13886E+5	6.13793E+5	9.30000E+1
5.60368E+2	6.13756E+5	6.13577E+5	1.79000E+2
5.60862E+2	6.13315E+5	6.13156E+5	1.59000E+2
5.61355E+2	6.13107E+5	6.13026E+5	8.10000E+1
5.61849E+2	6.12791E+5	6.13002E+5	-2.11000E+2
5.62342E+2	6.12514E+5	6.12561E+5	-4.70000E+1
5.62835E+2	6.12771E+5	6.12584E+5	1.87000E+2
5.63329E+2	6.12311E+5	6.12260E+5	5.10000E+1
5.63822E+2	6.12286E+5	6.12354E+5	-6.80000E+1
5.64315E+2	6.12829E+5	6.13061E+5	-2.32000E+2
5.64809E+2	6.12345E+5	6.12419E+5	-7.40000E+1
5.65302E+2	6.12683E+5	6.12446E+5	2.37000E+2
5.65795E+2	6.12536E+5	6.12400E+5	1.36000E+2
5.66288E+2	6.12790E+5	6.12750E+5	4.00000E+1
5.66781E+2	6.12970E+5	6.12694E+5	2.76000E+2
5.67274E+2	6.12904E+5	6.12784E+5	1.20000E+2
5.67767E+2	6.13044E+5	6.12941E+5	1.03000E+2
5.68260E+2	6.12789E+5	6.13021E+5	-2.32000E+2
5.68753E+2	6.12945E+5	6.13156E+5	-2.11000E+2
