LUNA Datafile
Version = 2.0
Scan = Spectrometer 

[Scan info]
Users: sbn, ttl,ck, jl
Ion name: ox170
Ion mass: 0.0 amu
Ion charge: 1

Laser used: Laser 1
Excitation wavelength: 563.0 nm
Laser filter OD: 1.5
Laser power: 0.20 mW

Flourescence filter type: Longpass filter
Filter wavelength: 561.0

[Consys]
No Consys info found
[Consys]

[Timing]
No Timing info found
[Timing]

[Data file info]


Time elapsed (min): 2.2
Pictures taken: 1200
[Data file info]
[Scan info]

[Notes]
-176oC
[Notes]

[Detectors]
Wavelength	Bg	Sig	Ref

[AndorNewton]
5.50000E+2	6.22426E+5	6.22706E+5	-2.80000E+2
5.50494E+2	6.17972E+5	6.17981E+5	-9.00000E+0
5.50988E+2	6.16710E+5	6.16833E+5	-1.23000E+2
5.51482E+2	6.15769E+5	6.15725E+5	4.40000E+1
5.51976E+2	6.16793E+5	6.16570E+5	2.23000E+2
5.52470E+2	6.16245E+5	6.16352E+5	-1.07000E+2
5.52963E+2	6.15609E+5	6.15613E+5	-4.00000E+0
5.53457E+2	6.15107E+5	6.15229E+5	-1.22000E+2
5.53951E+2	6.15132E+5	6.15015E+5	1.17000E+2
5.54445E+2	6.15158E+5	6.15060E+5	9.80000E+1
5.54939E+2	6.14552E+5	6.14514E+5	3.80000E+1
5.55433E+2	6.14381E+5	6.14687E+5	-3.06000E+2
5.55926E+2	6.14460E+5	6.14514E+5	-5.40000E+1
5.56420E+2	6.14248E+5	6.14127E+5	1.21000E+2
5.56914E+2	6.14890E+5	6.14763E+5	1.27000E+2
5.57407E+2	6.15179E+5	6.14986E+5	1.93000E+2
5.57901E+2	6.15186E+5	6.15357E+5	-1.71000E+2
5.58394E+2	6.15160E+5	6.15117E+5	4.30000E+1
5.58888E+2	6.14638E+5	6.14683E+5	-4.50000E+1
5.59381E+2	6.14258E+5	6.14410E+5	-1.52000E+2
5.59875E+2	6.13945E+5	6.13863E+5	8.20000E+1
5.60368E+2	6.13823E+5	6.14093E+5	-2.70000E+2
5.60862E+2	6.13434E+5	6.13445E+5	-1.10000E+1
5.61355E+2	6.13111E+5	6.13034E+5	7.70000E+1
5.61849E+2	6.12892E+5	6.13139E+5	-2.47000E+2
5.62342E+2	6.12429E+5	6.12857E+5	-4.28000E+2
5.62835E+2	6.12417E+5	6.12693E+5	-2.76000E+2
5.63329E+2	6.12282E+5	6.12420E+5	-1.38000E+2
5.63822E+2	6.12680E+5	6.12578E+5	1.02000E+2
5.64315E+2	6.12356E+5	6.12545E+5	-1.89000E+2
5.64809E+2	6.12620E+5	6.12260E+5	3.60000E+2
5.65302E+2	6.12859E+5	6.12660E+5	1.99000E+2
5.65795E+2	6.12673E+5	6.12522E+5	1.51000E+2
5.66288E+2	6.12568E+5	6.12744E+5	-1.76000E+2
5.66781E+2	6.12923E+5	6.12919E+5	4.00000E+0
5.67274E+2	6.12882E+5	6.12994E+5	-1.12000E+2
5.67767E+2	6.13117E+5	6.13203E+5	-8.60000E+1
5.68260E+2	6.12811E+5	6.12873E+5	-6.20000E+1
5.68753E+2	6.13037E+5	6.13298E+5	-2.61000E+2
