LUNA Datafile
Version = 2.0
Scan = Spectrometer 

[Scan info]
Users: sbn, ttl,ck, jl
Ion name: ox170
Ion mass: 0.0 amu
Ion charge: 1

Laser used: Laser 1
Excitation wavelength: 564.0 nm
Laser filter OD: 1.5
Laser power: 0.20 mW

Flourescence filter type: Longpass filter
Filter wavelength: 561.0

[Consys]
No Consys info found
[Consys]

[Timing]
No Timing info found
[Timing]

[Data file info]


Time elapsed (min): 2.18333
Pictures taken: 1200
[Data file info]
[Scan info]

[Notes]
-176oC
[Notes]

[Detectors]
Wavelength	Bg	Sig	Ref

[AndorNewton]
5.50000E+2	6.22666E+5	6.22492E+5	1.74000E+2
5.50494E+2	6.18002E+5	6.17908E+5	9.40000E+1
5.50988E+2	6.16636E+5	6.16449E+5	1.87000E+2
5.51482E+2	6.15607E+5	6.15783E+5	-1.76000E+2
5.51976E+2	6.16913E+5	6.16607E+5	3.06000E+2
5.52470E+2	6.16229E+5	6.16457E+5	-2.28000E+2
5.52963E+2	6.15629E+5	6.15733E+5	-1.04000E+2
5.53457E+2	6.15197E+5	6.14897E+5	3.00000E+2
5.53951E+2	6.15016E+5	6.14937E+5	7.90000E+1
5.54445E+2	6.15311E+5	6.15210E+5	1.01000E+2
5.54939E+2	6.14680E+5	6.14639E+5	4.10000E+1
5.55433E+2	6.14599E+5	6.14664E+5	-6.50000E+1
5.55926E+2	6.14199E+5	6.14183E+5	1.60000E+1
5.56420E+2	6.14376E+5	6.14245E+5	1.31000E+2
5.56914E+2	6.14536E+5	6.14805E+5	-2.69000E+2
5.57407E+2	6.14924E+5	6.15199E+5	-2.75000E+2
5.57901E+2	6.15320E+5	6.15508E+5	-1.88000E+2
5.58394E+2	6.15121E+5	6.15098E+5	2.30000E+1
5.58888E+2	6.14732E+5	6.14686E+5	4.60000E+1
5.59381E+2	6.14485E+5	6.14546E+5	-6.10000E+1
5.59875E+2	6.14081E+5	6.14009E+5	7.20000E+1
5.60368E+2	6.13671E+5	6.14017E+5	-3.46000E+2
5.60862E+2	6.13142E+5	6.13412E+5	-2.70000E+2
5.61355E+2	6.13088E+5	6.13014E+5	7.40000E+1
5.61849E+2	6.13176E+5	6.12877E+5	2.99000E+2
5.62342E+2	6.12820E+5	6.12671E+5	1.49000E+2
5.62835E+2	6.12849E+5	6.12440E+5	4.09000E+2
5.63329E+2	6.12493E+5	6.12401E+5	9.20000E+1
5.63822E+2	6.12601E+5	6.12798E+5	-1.97000E+2
5.64315E+2	6.12592E+5	6.12617E+5	-2.50000E+1
5.64809E+2	6.12488E+5	6.12451E+5	3.70000E+1
5.65302E+2	6.12628E+5	6.12525E+5	1.03000E+2
5.65795E+2	6.12875E+5	6.12446E+5	4.29000E+2
5.66288E+2	6.12928E+5	6.13132E+5	-2.04000E+2
5.66781E+2	6.12991E+5	6.12869E+5	1.22000E+2
5.67274E+2	6.13078E+5	6.12683E+5	3.95000E+2
5.67767E+2	6.13367E+5	6.13461E+5	-9.40000E+1
5.68260E+2	6.12699E+5	6.13116E+5	-4.17000E+2
5.68753E+2	6.13118E+5	6.12894E+5	2.24000E+2
