LUNA Datafile
Version = 2.0
Scan = Spectrometer 

[Scan info]
Users: sbn, ttl,ck, jl
Ion name: ox170
Ion mass: 0.0 amu
Ion charge: 1

Laser used: Laser 1
Excitation wavelength: 586.0 nm
Laser filter OD: 1.5
Laser power: 0.20 mW

Flourescence filter type: Longpass filter
Filter wavelength: 561.0

[Consys]
No Consys info found
[Consys]

[Timing]
No Timing info found
[Timing]

[Data file info]


Time elapsed (min): 2.18333
Pictures taken: 1200
[Data file info]
[Scan info]

[Notes]
-176oC
[Notes]

[Detectors]
Wavelength	Bg	Sig	Ref

[AndorNewton]
5.50000E+2	6.22244E+5	6.22230E+5	1.40000E+1
5.50494E+2	6.17598E+5	6.17543E+5	5.50000E+1
5.50988E+2	6.16328E+5	6.16209E+5	1.19000E+2
5.51482E+2	6.15523E+5	6.15486E+5	3.70000E+1
5.51976E+2	6.16569E+5	6.16357E+5	2.12000E+2
5.52470E+2	6.16137E+5	6.16096E+5	4.10000E+1
5.52963E+2	6.15763E+5	6.15352E+5	4.11000E+2
5.53457E+2	6.14730E+5	6.15036E+5	-3.06000E+2
5.53951E+2	6.14662E+5	6.14826E+5	-1.64000E+2
5.54445E+2	6.14985E+5	6.14891E+5	9.40000E+1
5.54939E+2	6.14538E+5	6.14217E+5	3.21000E+2
5.55433E+2	6.14211E+5	6.14376E+5	-1.65000E+2
5.55926E+2	6.14004E+5	6.13957E+5	4.70000E+1
5.56420E+2	6.13953E+5	6.14187E+5	-2.34000E+2
5.56914E+2	6.14377E+5	6.14457E+5	-8.00000E+1
5.57407E+2	6.14922E+5	6.14588E+5	3.34000E+2
5.57901E+2	6.15048E+5	6.15096E+5	-4.80000E+1
5.58394E+2	6.14916E+5	6.14774E+5	1.42000E+2
5.58888E+2	6.14611E+5	6.14593E+5	1.80000E+1
5.59381E+2	6.14194E+5	6.14475E+5	-2.81000E+2
5.59875E+2	6.13806E+5	6.13803E+5	3.00000E+0
5.60368E+2	6.13583E+5	6.13592E+5	-9.00000E+0
5.60862E+2	6.13046E+5	6.13104E+5	-5.80000E+1
5.61355E+2	6.12986E+5	6.12878E+5	1.08000E+2
5.61849E+2	6.12615E+5	6.12506E+5	1.09000E+2
5.62342E+2	6.12413E+5	6.12414E+5	-1.00000E+0
5.62835E+2	6.12385E+5	6.12299E+5	8.60000E+1
5.63329E+2	6.12031E+5	6.12016E+5	1.50000E+1
5.63822E+2	6.12256E+5	6.12228E+5	2.80000E+1
5.64315E+2	6.12471E+5	6.12203E+5	2.68000E+2
5.64809E+2	6.12003E+5	6.12513E+5	-5.10000E+2
5.65302E+2	6.12399E+5	6.12377E+5	2.20000E+1
5.65795E+2	6.12284E+5	6.12330E+5	-4.60000E+1
5.66288E+2	6.12474E+5	6.12643E+5	-1.69000E+2
5.66781E+2	6.12710E+5	6.12456E+5	2.54000E+2
5.67274E+2	6.12400E+5	6.12416E+5	-1.60000E+1
5.67767E+2	6.12718E+5	6.12749E+5	-3.10000E+1
5.68260E+2	6.12674E+5	6.12512E+5	1.62000E+2
5.68753E+2	6.12865E+5	6.12859E+5	6.00000E+0
