LUNA Datafile
Version = 2.0
Scan = Spectrometer 

[Scan info]
Users: sbn, ttl,ck, jl
Ion name: ox170
Ion mass: 0.0 amu
Ion charge: 1

Laser used: Laser 1
Excitation wavelength: 585.0 nm
Laser filter OD: 1.5
Laser power: 0.20 mW

Flourescence filter type: Longpass filter
Filter wavelength: 561.0

[Consys]
No Consys info found
[Consys]

[Timing]
No Timing info found
[Timing]

[Data file info]


Time elapsed (min): 2.2
Pictures taken: 1200
[Data file info]
[Scan info]

[Notes]
-176oC
[Notes]

[Detectors]
Wavelength	Bg	Sig	Ref

[AndorNewton]
5.50000E+2	6.22307E+5	6.22041E+5	2.66000E+2
5.50494E+2	6.17414E+5	6.17508E+5	-9.40000E+1
5.50988E+2	6.16203E+5	6.15967E+5	2.36000E+2
5.51482E+2	6.15480E+5	6.15403E+5	7.70000E+1
5.51976E+2	6.16145E+5	6.16297E+5	-1.52000E+2
5.52470E+2	6.16092E+5	6.16125E+5	-3.30000E+1
5.52963E+2	6.15813E+5	6.15550E+5	2.63000E+2
5.53457E+2	6.15227E+5	6.14639E+5	5.88000E+2
5.53951E+2	6.14728E+5	6.14549E+5	1.79000E+2
5.54445E+2	6.14690E+5	6.14758E+5	-6.80000E+1
5.54939E+2	6.14337E+5	6.14162E+5	1.75000E+2
5.55433E+2	6.14314E+5	6.14140E+5	1.74000E+2
5.55926E+2	6.13912E+5	6.13886E+5	2.60000E+1
5.56420E+2	6.14063E+5	6.13971E+5	9.20000E+1
5.56914E+2	6.14628E+5	6.14582E+5	4.60000E+1
5.57407E+2	6.14932E+5	6.14866E+5	6.60000E+1
5.57901E+2	6.14914E+5	6.15000E+5	-8.60000E+1
5.58394E+2	6.15119E+5	6.14764E+5	3.55000E+2
5.58888E+2	6.14477E+5	6.14298E+5	1.79000E+2
5.59381E+2	6.13903E+5	6.14258E+5	-3.55000E+2
5.59875E+2	6.13832E+5	6.13558E+5	2.74000E+2
5.60368E+2	6.13671E+5	6.13430E+5	2.41000E+2
5.60862E+2	6.13066E+5	6.13046E+5	2.00000E+1
5.61355E+2	6.12771E+5	6.12881E+5	-1.10000E+2
5.61849E+2	6.12723E+5	6.12934E+5	-2.11000E+2
5.62342E+2	6.12289E+5	6.12401E+5	-1.12000E+2
5.62835E+2	6.12142E+5	6.12371E+5	-2.29000E+2
5.63329E+2	6.12230E+5	6.11986E+5	2.44000E+2
5.63822E+2	6.12390E+5	6.12248E+5	1.42000E+2
5.64315E+2	6.12185E+5	6.12306E+5	-1.21000E+2
5.64809E+2	6.12434E+5	6.12027E+5	4.07000E+2
5.65302E+2	6.12367E+5	6.12287E+5	8.00000E+1
5.65795E+2	6.12179E+5	6.11877E+5	3.02000E+2
5.66288E+2	6.12430E+5	6.12672E+5	-2.42000E+2
5.66781E+2	6.12435E+5	6.12929E+5	-4.94000E+2
5.67274E+2	6.12502E+5	6.12284E+5	2.18000E+2
5.67767E+2	6.12764E+5	6.12881E+5	-1.17000E+2
5.68260E+2	6.12734E+5	6.12591E+5	1.43000E+2
5.68753E+2	6.12628E+5	6.12868E+5	-2.40000E+2
