LUNA Datafile
Version = 2.0
Scan = Spectrometer 

[Scan info]
Users: sbn, ttl,ck, jl
Ion name: ox170
Ion mass: 0.0 amu
Ion charge: 1

Laser used: Laser 1
Excitation wavelength: 585.5 nm
Laser filter OD: 1.5
Laser power: 0.20 mW

Flourescence filter type: Longpass filter
Filter wavelength: 561.0

[Consys]
No Consys info found
[Consys]

[Timing]
No Timing info found
[Timing]

[Data file info]


Time elapsed (min): 2.2
Pictures taken: 1200
[Data file info]
[Scan info]

[Notes]
-176oC
[Notes]

[Detectors]
Wavelength	Bg	Sig	Ref

[AndorNewton]
5.50000E+2	6.22094E+5	6.22182E+5	-8.80000E+1
5.50494E+2	6.17196E+5	6.17299E+5	-1.03000E+2
5.50988E+2	6.16033E+5	6.15917E+5	1.16000E+2
5.51482E+2	6.15308E+5	6.14912E+5	3.96000E+2
5.51976E+2	6.16507E+5	6.16163E+5	3.44000E+2
5.52470E+2	6.15976E+5	6.15835E+5	1.41000E+2
5.52963E+2	6.15364E+5	6.15107E+5	2.57000E+2
5.53457E+2	6.14611E+5	6.14607E+5	4.00000E+0
5.53951E+2	6.14876E+5	6.14306E+5	5.70000E+2
5.54445E+2	6.14587E+5	6.14825E+5	-2.38000E+2
5.54939E+2	6.14004E+5	6.14087E+5	-8.30000E+1
5.55433E+2	6.13874E+5	6.14117E+5	-2.43000E+2
5.55926E+2	6.13674E+5	6.13855E+5	-1.81000E+2
5.56420E+2	6.13742E+5	6.13650E+5	9.20000E+1
5.56914E+2	6.14253E+5	6.13923E+5	3.30000E+2
5.57407E+2	6.14851E+5	6.14429E+5	4.22000E+2
5.57901E+2	6.14753E+5	6.14763E+5	-1.00000E+1
5.58394E+2	6.14480E+5	6.14680E+5	-2.00000E+2
5.58888E+2	6.13974E+5	6.14187E+5	-2.13000E+2
5.59381E+2	6.13979E+5	6.14278E+5	-2.99000E+2
5.59875E+2	6.13450E+5	6.13314E+5	1.36000E+2
5.60368E+2	6.13387E+5	6.13405E+5	-1.80000E+1
5.60862E+2	6.12675E+5	6.12853E+5	-1.78000E+2
5.61355E+2	6.12846E+5	6.12839E+5	7.00000E+0
5.61849E+2	6.12761E+5	6.12399E+5	3.62000E+2
5.62342E+2	6.11951E+5	6.12002E+5	-5.10000E+1
5.62835E+2	6.12069E+5	6.12296E+5	-2.27000E+2
5.63329E+2	6.11677E+5	6.12000E+5	-3.23000E+2
5.63822E+2	6.12054E+5	6.11874E+5	1.80000E+2
5.64315E+2	6.11878E+5	6.11977E+5	-9.90000E+1
5.64809E+2	6.11975E+5	6.11887E+5	8.80000E+1
5.65302E+2	6.12176E+5	6.12329E+5	-1.53000E+2
5.65795E+2	6.12156E+5	6.12141E+5	1.50000E+1
5.66288E+2	6.12313E+5	6.12025E+5	2.88000E+2
5.66781E+2	6.12327E+5	6.12208E+5	1.19000E+2
5.67274E+2	6.12305E+5	6.12413E+5	-1.08000E+2
5.67767E+2	6.12534E+5	6.12474E+5	6.00000E+1
5.68260E+2	6.12163E+5	6.12342E+5	-1.79000E+2
5.68753E+2	6.12578E+5	6.12777E+5	-1.99000E+2
