LUNA Datafile
Version = 2.0
Scan = Spectrometer 

[Scan info]
Users: sbn, ttl,ck, jl
Ion name: ox170
Ion mass: 0.0 amu
Ion charge: 1

Laser used: Laser 1
Excitation wavelength: 581.5 nm
Laser filter OD: 1.5
Laser power: 0.20 mW

Flourescence filter type: Longpass filter
Filter wavelength: 561.0

[Consys]
No Consys info found
[Consys]

[Timing]
No Timing info found
[Timing]

[Data file info]


Time elapsed (min): 2.2
Pictures taken: 1200
[Data file info]
[Scan info]

[Notes]
-176oC
[Notes]

[Detectors]
Wavelength	Bg	Sig	Ref

[AndorNewton]
5.50000E+2	6.22277E+5	6.22510E+5	-2.33000E+2
5.50494E+2	6.17657E+5	6.17623E+5	3.40000E+1
5.50988E+2	6.16292E+5	6.16471E+5	-1.79000E+2
5.51482E+2	6.15917E+5	6.15559E+5	3.58000E+2
5.51976E+2	6.16659E+5	6.16434E+5	2.25000E+2
5.52470E+2	6.20488E+5	6.20451E+5	3.70000E+1
5.52963E+2	6.15681E+5	6.15669E+5	1.20000E+1
5.53457E+2	6.15158E+5	6.15093E+5	6.50000E+1
5.53951E+2	6.14912E+5	6.14771E+5	1.41000E+2
5.54445E+2	6.14960E+5	6.14997E+5	-3.70000E+1
5.54939E+2	6.14660E+5	6.14565E+5	9.50000E+1
5.55433E+2	6.14759E+5	6.14183E+5	5.76000E+2
5.55926E+2	6.14132E+5	6.14040E+5	9.20000E+1
5.56420E+2	6.14431E+5	6.14120E+5	3.11000E+2
5.56914E+2	6.14611E+5	6.14585E+5	2.60000E+1
5.57407E+2	6.15054E+5	6.15050E+5	4.00000E+0
5.57901E+2	6.15030E+5	6.15343E+5	-3.13000E+2
5.58394E+2	6.14993E+5	6.14908E+5	8.50000E+1
5.58888E+2	6.14837E+5	6.14455E+5	3.82000E+2
5.59381E+2	6.14457E+5	6.14276E+5	1.81000E+2
5.59875E+2	6.14133E+5	6.13964E+5	1.69000E+2
5.60368E+2	6.13892E+5	6.13733E+5	1.59000E+2
5.60862E+2	6.16165E+5	6.16281E+5	-1.16000E+2
5.61355E+2	6.13245E+5	6.12788E+5	4.57000E+2
5.61849E+2	6.12763E+5	6.12808E+5	-4.50000E+1
5.62342E+2	6.12398E+5	6.12497E+5	-9.90000E+1
5.62835E+2	6.12650E+5	6.12735E+5	-8.50000E+1
5.63329E+2	6.12347E+5	6.12436E+5	-8.90000E+1
5.63822E+2	6.12400E+5	6.12559E+5	-1.59000E+2
5.64315E+2	6.12652E+5	6.12284E+5	3.68000E+2
5.64809E+2	6.12433E+5	6.12268E+5	1.65000E+2
5.65302E+2	6.12478E+5	6.12854E+5	-3.76000E+2
5.65795E+2	6.12393E+5	6.12850E+5	-4.57000E+2
5.66288E+2	6.12564E+5	6.12775E+5	-2.11000E+2
5.66781E+2	6.12740E+5	6.12706E+5	3.40000E+1
5.67274E+2	6.12682E+5	6.12755E+5	-7.30000E+1
5.67767E+2	6.12815E+5	6.12973E+5	-1.58000E+2
5.68260E+2	6.12607E+5	6.12910E+5	-3.03000E+2
5.68753E+2	6.13102E+5	6.13243E+5	-1.41000E+2
