LUNA Datafile
Version = 2.0
Scan = Spectrometer 

[Scan info]
Users: sbn, ttl,ck, jl
Ion name: ox170
Ion mass: 0.0 amu
Ion charge: 1

Laser used: Laser 1
Excitation wavelength: 580.0 nm
Laser filter OD: 1.5
Laser power: 0.20 mW

Flourescence filter type: Longpass filter
Filter wavelength: 561.0

[Consys]
No Consys info found
[Consys]

[Timing]
No Timing info found
[Timing]

[Data file info]


Time elapsed (min): 2.2
Pictures taken: 1200
[Data file info]
[Scan info]

[Notes]
-176oC
[Notes]

[Detectors]
Wavelength	Bg	Sig	Ref

[AndorNewton]
5.50000E+2	6.22471E+5	6.22047E+5	4.24000E+2
5.50494E+2	6.17613E+5	6.17836E+5	-2.23000E+2
5.50988E+2	6.16578E+5	6.16245E+5	3.33000E+2
5.51482E+2	6.15461E+5	6.15487E+5	-2.60000E+1
5.51976E+2	6.16478E+5	6.16473E+5	5.00000E+0
5.52470E+2	6.16248E+5	6.16158E+5	9.00000E+1
5.52963E+2	6.15584E+5	6.15756E+5	-1.72000E+2
5.53457E+2	6.15121E+5	6.15116E+5	5.00000E+0
5.53951E+2	6.14666E+5	6.15083E+5	-4.17000E+2
5.54445E+2	6.14920E+5	6.14903E+5	1.70000E+1
5.54939E+2	6.14401E+5	6.14479E+5	-7.80000E+1
5.55433E+2	6.14276E+5	6.14512E+5	-2.36000E+2
5.55926E+2	6.13859E+5	6.14139E+5	-2.80000E+2
5.56420E+2	6.13758E+5	6.13874E+5	-1.16000E+2
5.56914E+2	6.14422E+5	6.14501E+5	-7.90000E+1
5.57407E+2	6.15072E+5	6.15043E+5	2.90000E+1
5.57901E+2	6.15460E+5	6.14978E+5	4.82000E+2
5.58394E+2	6.14997E+5	6.15004E+5	-7.00000E+0
5.58888E+2	6.14452E+5	6.14808E+5	-3.56000E+2
5.59381E+2	6.14327E+5	6.14391E+5	-6.40000E+1
5.59875E+2	6.13477E+5	6.14079E+5	-6.02000E+2
5.60368E+2	6.13778E+5	6.13683E+5	9.50000E+1
5.60862E+2	6.13020E+5	6.13299E+5	-2.79000E+2
5.61355E+2	6.12849E+5	6.13111E+5	-2.62000E+2
5.61849E+2	6.12774E+5	6.12816E+5	-4.20000E+1
5.62342E+2	6.12173E+5	6.12394E+5	-2.21000E+2
5.62835E+2	6.12449E+5	6.12552E+5	-1.03000E+2
5.63329E+2	6.12310E+5	6.12153E+5	1.57000E+2
5.63822E+2	6.12147E+5	6.12295E+5	-1.48000E+2
5.64315E+2	6.12163E+5	6.12145E+5	1.80000E+1
5.64809E+2	6.12246E+5	6.12284E+5	-3.80000E+1
5.65302E+2	6.12455E+5	6.12537E+5	-8.20000E+1
5.65795E+2	6.12499E+5	6.12386E+5	1.13000E+2
5.66288E+2	6.12651E+5	6.12631E+5	2.00000E+1
5.66781E+2	6.12752E+5	6.12512E+5	2.40000E+2
5.67274E+2	6.12557E+5	6.12773E+5	-2.16000E+2
5.67767E+2	6.12879E+5	6.13234E+5	-3.55000E+2
5.68260E+2	6.12753E+5	6.12697E+5	5.60000E+1
5.68753E+2	6.13049E+5	6.12909E+5	1.40000E+2
