LUNA Datafile
Version = 2.0
Scan = Spectrometer 

[Scan info]
Users: sbn, ttl,ck, jl
Ion name: ox170
Ion mass: 0.0 amu
Ion charge: 1

Laser used: Laser 1
Excitation wavelength: 587.0 nm
Laser filter OD: 1.5
Laser power: 0.20 mW

Flourescence filter type: Longpass filter
Filter wavelength: 561.0

[Consys]
No Consys info found
[Consys]

[Timing]
No Timing info found
[Timing]

[Data file info]


Time elapsed (min): 2.2
Pictures taken: 1200
[Data file info]
[Scan info]

[Notes]
-176oC
[Notes]

[Detectors]
Wavelength	Bg	Sig	Ref

[AndorNewton]
5.50000E+2	6.22322E+5	6.22201E+5	1.21000E+2
5.50494E+2	6.17660E+5	6.17634E+5	2.60000E+1
5.50988E+2	6.16136E+5	6.16264E+5	-1.28000E+2
5.51482E+2	6.15407E+5	6.15341E+5	6.60000E+1
5.51976E+2	6.16458E+5	6.16442E+5	1.60000E+1
5.52470E+2	6.15985E+5	6.16091E+5	-1.06000E+2
5.52963E+2	6.15524E+5	6.15607E+5	-8.30000E+1
5.53457E+2	6.15074E+5	6.14865E+5	2.09000E+2
5.53951E+2	6.14854E+5	6.14771E+5	8.30000E+1
5.54445E+2	6.14781E+5	6.15120E+5	-3.39000E+2
5.54939E+2	6.14323E+5	6.14426E+5	-1.03000E+2
5.55433E+2	6.14169E+5	6.14256E+5	-8.70000E+1
5.55926E+2	6.13957E+5	6.14078E+5	-1.21000E+2
5.56420E+2	6.13818E+5	6.13895E+5	-7.70000E+1
5.56914E+2	6.14573E+5	6.14427E+5	1.46000E+2
5.57407E+2	6.14643E+5	6.14874E+5	-2.31000E+2
5.57901E+2	6.14875E+5	6.14952E+5	-7.70000E+1
5.58394E+2	6.14768E+5	6.14807E+5	-3.90000E+1
5.58888E+2	6.14369E+5	6.14244E+5	1.25000E+2
5.59381E+2	6.14420E+5	6.14302E+5	1.18000E+2
5.59875E+2	6.13690E+5	6.13918E+5	-2.28000E+2
5.60368E+2	6.13663E+5	6.13560E+5	1.03000E+2
5.60862E+2	6.13153E+5	6.12975E+5	1.78000E+2
5.61355E+2	6.12893E+5	6.12951E+5	-5.80000E+1
5.61849E+2	6.12915E+5	6.12760E+5	1.55000E+2
5.62342E+2	6.12470E+5	6.12390E+5	8.00000E+1
5.62835E+2	6.12558E+5	6.12499E+5	5.90000E+1
5.63329E+2	6.11943E+5	6.12382E+5	-4.39000E+2
5.63822E+2	6.12283E+5	6.12399E+5	-1.16000E+2
5.64315E+2	6.12330E+5	6.12504E+5	-1.74000E+2
5.64809E+2	6.12199E+5	6.12004E+5	1.95000E+2
5.65302E+2	6.12423E+5	6.12404E+5	1.90000E+1
5.65795E+2	6.12536E+5	6.12409E+5	1.27000E+2
5.66288E+2	6.12300E+5	6.12517E+5	-2.17000E+2
5.66781E+2	6.12664E+5	6.12297E+5	3.67000E+2
5.67274E+2	6.12479E+5	6.12180E+5	2.99000E+2
5.67767E+2	6.13073E+5	6.12658E+5	4.15000E+2
5.68260E+2	6.12779E+5	6.12732E+5	4.70000E+1
5.68753E+2	6.13128E+5	6.12985E+5	1.43000E+2
