LUNA Datafile
Version = 2.0
Scan = Spectrometer 

[Scan info]
Users: sbn, ttl,ck, jl
Ion name: ox170
Ion mass: 0.0 amu
Ion charge: 1

Laser used: Laser 1
Excitation wavelength: 572.0 nm
Laser filter OD: 1.5
Laser power: 0.20 mW

Flourescence filter type: Longpass filter
Filter wavelength: 561.0

[Consys]
No Consys info found
[Consys]

[Timing]
No Timing info found
[Timing]

[Data file info]


Time elapsed (min): 2.23333
Pictures taken: 1200
[Data file info]
[Scan info]

[Notes]
-176oC
[Notes]

[Detectors]
Wavelength	Bg	Sig	Ref

[AndorNewton]
5.50000E+2	6.22420E+5	6.22213E+5	2.07000E+2
5.50494E+2	6.17692E+5	6.17371E+5	3.21000E+2
5.50988E+2	6.16520E+5	6.16625E+5	-1.05000E+2
5.51482E+2	6.15623E+5	6.15423E+5	2.00000E+2
5.51976E+2	6.16582E+5	6.16690E+5	-1.08000E+2
5.52470E+2	6.16247E+5	6.16035E+5	2.12000E+2
5.52963E+2	6.15758E+5	6.15730E+5	2.80000E+1
5.53457E+2	6.14901E+5	6.14974E+5	-7.30000E+1
5.53951E+2	6.15213E+5	6.14611E+5	6.02000E+2
5.54445E+2	6.14830E+5	6.14925E+5	-9.50000E+1
5.54939E+2	6.14702E+5	6.14391E+5	3.11000E+2
5.55433E+2	6.14361E+5	6.14438E+5	-7.70000E+1
5.55926E+2	6.13965E+5	6.13895E+5	7.00000E+1
5.56420E+2	6.14076E+5	6.14091E+5	-1.50000E+1
5.56914E+2	6.14581E+5	6.14413E+5	1.68000E+2
5.57407E+2	6.15020E+5	6.15068E+5	-4.80000E+1
5.57901E+2	6.15095E+5	6.15067E+5	2.80000E+1
5.58394E+2	6.14982E+5	6.14875E+5	1.07000E+2
5.58888E+2	6.14494E+5	6.14571E+5	-7.70000E+1
5.59381E+2	6.14504E+5	6.14238E+5	2.66000E+2
5.59875E+2	6.13753E+5	6.13937E+5	-1.84000E+2
5.60368E+2	6.13876E+5	6.13918E+5	-4.20000E+1
5.60862E+2	6.13093E+5	6.13039E+5	5.40000E+1
5.61355E+2	6.13148E+5	6.13105E+5	4.30000E+1
5.61849E+2	6.13000E+5	6.12835E+5	1.65000E+2
5.62342E+2	6.12502E+5	6.12604E+5	-1.02000E+2
5.62835E+2	6.12524E+5	6.12577E+5	-5.30000E+1
5.63329E+2	6.12353E+5	6.12411E+5	-5.80000E+1
5.63822E+2	6.12181E+5	6.12320E+5	-1.39000E+2
5.64315E+2	6.12521E+5	6.12498E+5	2.30000E+1
5.64809E+2	6.12146E+5	6.12293E+5	-1.47000E+2
5.65302E+2	6.12633E+5	6.12561E+5	7.20000E+1
5.65795E+2	6.12486E+5	6.12531E+5	-4.50000E+1
5.66288E+2	6.12749E+5	6.12985E+5	-2.36000E+2
5.66781E+2	6.12938E+5	6.12755E+5	1.83000E+2
5.67274E+2	6.12705E+5	6.12699E+5	6.00000E+0
5.67767E+2	6.12823E+5	6.12837E+5	-1.40000E+1
5.68260E+2	6.12868E+5	6.13073E+5	-2.05000E+2
5.68753E+2	6.13127E+5	6.12951E+5	1.76000E+2
