LUNA Datafile
Version = 2.0
Scan = Spectrometer 

[Scan info]
Users: sbn, ttl,ck, jl
Ion name: ox170
Ion mass: 0.0 amu
Ion charge: 1

Laser used: Laser 1
Excitation wavelength: 581.0 nm
Laser filter OD: 1.5
Laser power: 0.20 mW

Flourescence filter type: Longpass filter
Filter wavelength: 561.0

[Consys]
No Consys info found
[Consys]

[Timing]
No Timing info found
[Timing]

[Data file info]


Time elapsed (min): 2.2
Pictures taken: 1200
[Data file info]
[Scan info]

[Notes]
-176oC
[Notes]

[Detectors]
Wavelength	Bg	Sig	Ref

[AndorNewton]
5.50000E+2	6.22258E+5	6.22462E+5	-2.04000E+2
5.50494E+2	6.17839E+5	6.17548E+5	2.91000E+2
5.50988E+2	6.16553E+5	6.16262E+5	2.91000E+2
5.51482E+2	6.15478E+5	6.15666E+5	-1.88000E+2
5.51976E+2	6.16833E+5	6.16707E+5	1.26000E+2
5.52470E+2	6.16404E+5	6.16184E+5	2.20000E+2
5.52963E+2	6.15374E+5	6.15632E+5	-2.58000E+2
5.53457E+2	6.15248E+5	6.15140E+5	1.08000E+2
5.53951E+2	6.14889E+5	6.14904E+5	-1.50000E+1
5.54445E+2	6.14927E+5	6.15049E+5	-1.22000E+2
5.54939E+2	6.14149E+5	6.14499E+5	-3.50000E+2
5.55433E+2	6.14150E+5	6.14447E+5	-2.97000E+2
5.55926E+2	6.14152E+5	6.14177E+5	-2.50000E+1
5.56420E+2	6.14166E+5	6.14265E+5	-9.90000E+1
5.56914E+2	6.14584E+5	6.14573E+5	1.10000E+1
5.57407E+2	6.14817E+5	6.14894E+5	-7.70000E+1
5.57901E+2	6.14854E+5	6.15109E+5	-2.55000E+2
5.58394E+2	6.15204E+5	6.14906E+5	2.98000E+2
5.58888E+2	6.14324E+5	6.14621E+5	-2.97000E+2
5.59381E+2	6.14408E+5	6.14532E+5	-1.24000E+2
5.59875E+2	6.13752E+5	6.13720E+5	3.20000E+1
5.60368E+2	6.13676E+5	6.13678E+5	-2.00000E+0
5.60862E+2	6.13133E+5	6.13337E+5	-2.04000E+2
5.61355E+2	6.12785E+5	6.12876E+5	-9.10000E+1
5.61849E+2	6.13006E+5	6.12903E+5	1.03000E+2
5.62342E+2	6.12465E+5	6.12214E+5	2.51000E+2
5.62835E+2	6.12480E+5	6.12938E+5	-4.58000E+2
5.63329E+2	6.12724E+5	6.12374E+5	3.50000E+2
5.63822E+2	6.12312E+5	6.14482E+5	-2.17000E+3
5.64315E+2	6.12605E+5	6.12472E+5	1.33000E+2
5.64809E+2	6.12376E+5	6.14159E+5	-1.78300E+3
5.65302E+2	6.12532E+5	6.12647E+5	-1.15000E+2
5.65795E+2	6.12429E+5	6.12424E+5	5.00000E+0
5.66288E+2	6.12510E+5	6.12466E+5	4.40000E+1
5.66781E+2	6.12763E+5	6.12649E+5	1.14000E+2
5.67274E+2	6.12720E+5	6.12977E+5	-2.57000E+2
5.67767E+2	6.12859E+5	6.12892E+5	-3.30000E+1
5.68260E+2	6.12498E+5	6.12527E+5	-2.90000E+1
5.68753E+2	6.12862E+5	6.12983E+5	-1.21000E+2
