LUNA Datafile
Version = 2.0
Scan = Spectrometer 

[Scan info]
Users: sbn, ttl,ck, jl
Ion name: ox170
Ion mass: 0.0 amu
Ion charge: 1

Laser used: Laser 1
Excitation wavelength: 568.0 nm
Laser filter OD: 1.5
Laser power: 0.20 mW

Flourescence filter type: Longpass filter
Filter wavelength: 561.0

[Consys]
No Consys info found
[Consys]

[Timing]
No Timing info found
[Timing]

[Data file info]


Time elapsed (min): 2.18333
Pictures taken: 1200
[Data file info]
[Scan info]

[Notes]
-176oC
[Notes]

[Detectors]
Wavelength	Bg	Sig	Ref

[AndorNewton]
5.50000E+2	6.22327E+5	6.22511E+5	-1.84000E+2
5.50494E+2	6.17699E+5	6.17807E+5	-1.08000E+2
5.50988E+2	6.16381E+5	6.16403E+5	-2.20000E+1
5.51482E+2	6.15483E+5	6.15540E+5	-5.70000E+1
5.51976E+2	6.16736E+5	6.16589E+5	1.47000E+2
5.52470E+2	6.16014E+5	6.16439E+5	-4.25000E+2
5.52963E+2	6.15734E+5	6.15756E+5	-2.20000E+1
5.53457E+2	6.15015E+5	6.15038E+5	-2.30000E+1
5.53951E+2	6.15082E+5	6.15024E+5	5.80000E+1
5.54445E+2	6.14786E+5	6.15204E+5	-4.18000E+2
5.54939E+2	6.14514E+5	6.14373E+5	1.41000E+2
5.55433E+2	6.14640E+5	6.14295E+5	3.45000E+2
5.55926E+2	6.14303E+5	6.14114E+5	1.89000E+2
5.56420E+2	6.14153E+5	6.14019E+5	1.34000E+2
5.56914E+2	6.14783E+5	6.14405E+5	3.78000E+2
5.57407E+2	6.15091E+5	6.15069E+5	2.20000E+1
5.57901E+2	6.15097E+5	6.14956E+5	1.41000E+2
5.58394E+2	6.15039E+5	6.14821E+5	2.18000E+2
5.58888E+2	6.14802E+5	6.14486E+5	3.16000E+2
5.59381E+2	6.14812E+5	6.14559E+5	2.53000E+2
5.59875E+2	6.14034E+5	6.13974E+5	6.00000E+1
5.60368E+2	6.13923E+5	6.13700E+5	2.23000E+2
5.60862E+2	6.13388E+5	6.13216E+5	1.72000E+2
5.61355E+2	6.13123E+5	6.13144E+5	-2.10000E+1
5.61849E+2	6.13041E+5	6.13158E+5	-1.17000E+2
5.62342E+2	6.12856E+5	6.12389E+5	4.67000E+2
5.62835E+2	6.12446E+5	6.12605E+5	-1.59000E+2
5.63329E+2	6.12419E+5	6.12312E+5	1.07000E+2
5.63822E+2	6.12697E+5	6.12575E+5	1.22000E+2
5.64315E+2	6.12695E+5	6.13253E+5	-5.58000E+2
5.64809E+2	6.12476E+5	6.12395E+5	8.10000E+1
5.65302E+2	6.12391E+5	6.12884E+5	-4.93000E+2
5.65795E+2	6.12853E+5	6.12698E+5	1.55000E+2
5.66288E+2	6.12835E+5	6.12601E+5	2.34000E+2
5.66781E+2	6.12917E+5	6.12734E+5	1.83000E+2
5.67274E+2	6.12894E+5	6.12862E+5	3.20000E+1
5.67767E+2	6.13367E+5	6.13263E+5	1.04000E+2
5.68260E+2	6.12657E+5	6.12867E+5	-2.10000E+2
5.68753E+2	6.13136E+5	6.13176E+5	-4.00000E+1
