LUNA Datafile
Version = 2.0
Scan = Spectrometer 

[Scan info]
Users: sbn, ttl,ck, jl
Ion name: ox170
Ion mass: 0.0 amu
Ion charge: 1

Laser used: Laser 1
Excitation wavelength: 584.0 nm
Laser filter OD: 1.5
Laser power: 0.20 mW

Flourescence filter type: Longpass filter
Filter wavelength: 561.0

[Consys]
No Consys info found
[Consys]

[Timing]
No Timing info found
[Timing]

[Data file info]


Time elapsed (min): 2.2
Pictures taken: 1200
[Data file info]
[Scan info]

[Notes]
-176oC
[Notes]

[Detectors]
Wavelength	Bg	Sig	Ref

[AndorNewton]
5.50000E+2	6.22191E+5	6.22118E+5	7.30000E+1
5.50494E+2	6.17392E+5	6.17351E+5	4.10000E+1
5.50988E+2	6.16303E+5	6.16068E+5	2.35000E+2
5.51482E+2	6.15167E+5	6.15159E+5	8.00000E+0
5.51976E+2	6.16516E+5	6.16414E+5	1.02000E+2
5.52470E+2	6.15871E+5	6.15655E+5	2.16000E+2
5.52963E+2	6.15504E+5	6.15277E+5	2.27000E+2
5.53457E+2	6.14577E+5	6.14732E+5	-1.55000E+2
5.53951E+2	6.14828E+5	6.14468E+5	3.60000E+2
5.54445E+2	6.14641E+5	6.15100E+5	-4.59000E+2
5.54939E+2	6.14188E+5	6.14084E+5	1.04000E+2
5.55433E+2	6.13929E+5	6.14095E+5	-1.66000E+2
5.55926E+2	6.13666E+5	6.13726E+5	-6.00000E+1
5.56420E+2	6.13729E+5	6.13823E+5	-9.40000E+1
5.56914E+2	6.14306E+5	6.14018E+5	2.88000E+2
5.57407E+2	6.14468E+5	6.14365E+5	1.03000E+2
5.57901E+2	6.14957E+5	6.14740E+5	2.17000E+2
5.58394E+2	6.14988E+5	6.14666E+5	3.22000E+2
5.58888E+2	6.14006E+5	6.14338E+5	-3.32000E+2
5.59381E+2	6.14346E+5	6.14168E+5	1.78000E+2
5.59875E+2	6.13330E+5	6.13572E+5	-2.42000E+2
5.60368E+2	6.13468E+5	6.13678E+5	-2.10000E+2
5.60862E+2	6.12952E+5	6.12756E+5	1.96000E+2
5.61355E+2	6.12733E+5	6.12714E+5	1.90000E+1
5.61849E+2	6.12448E+5	6.12572E+5	-1.24000E+2
5.62342E+2	6.12415E+5	6.12209E+5	2.06000E+2
5.62835E+2	6.12163E+5	6.12124E+5	3.90000E+1
5.63329E+2	6.11909E+5	6.11834E+5	7.50000E+1
5.63822E+2	6.12337E+5	6.11906E+5	4.31000E+2
5.64315E+2	6.12228E+5	6.11889E+5	3.39000E+2
5.64809E+2	6.12197E+5	6.11729E+5	4.68000E+2
5.65302E+2	6.12099E+5	6.12247E+5	-1.48000E+2
5.65795E+2	6.12042E+5	6.11971E+5	7.10000E+1
5.66288E+2	6.12012E+5	6.12238E+5	-2.26000E+2
5.66781E+2	6.11984E+5	6.12427E+5	-4.43000E+2
5.67274E+2	6.12473E+5	6.13082E+5	-6.09000E+2
5.67767E+2	6.12697E+5	6.12570E+5	1.27000E+2
5.68260E+2	6.12562E+5	6.12543E+5	1.90000E+1
5.68753E+2	6.12556E+5	6.13391E+5	-8.35000E+2
