LUNA Datafile
Version = 2.0
Scan = Spectrometer 

[Scan info]
Users: sbn, ttl,ck, jl
Ion name: ox170
Ion mass: 0.0 amu
Ion charge: 1

Laser used: Laser 1
Excitation wavelength: 582.5 nm
Laser filter OD: 1.5
Laser power: 0.20 mW

Flourescence filter type: Longpass filter
Filter wavelength: 561.0

[Consys]
No Consys info found
[Consys]

[Timing]
No Timing info found
[Timing]

[Data file info]


Time elapsed (min): 2.2
Pictures taken: 1200
[Data file info]
[Scan info]

[Notes]
-176oC
[Notes]

[Detectors]
Wavelength	Bg	Sig	Ref

[AndorNewton]
5.50000E+2	6.22504E+5	6.22503E+5	1.00000E+0
5.50494E+2	6.17824E+5	6.17719E+5	1.05000E+2
5.50988E+2	6.16530E+5	6.16568E+5	-3.80000E+1
5.51482E+2	6.15666E+5	6.15847E+5	-1.81000E+2
5.51976E+2	6.16702E+5	6.16791E+5	-8.90000E+1
5.52470E+2	6.16350E+5	6.16255E+5	9.50000E+1
5.52963E+2	6.15787E+5	6.16007E+5	-2.20000E+2
5.53457E+2	6.14944E+5	6.15098E+5	-1.54000E+2
5.53951E+2	6.15007E+5	6.14910E+5	9.70000E+1
5.54445E+2	6.15090E+5	6.15106E+5	-1.60000E+1
5.54939E+2	6.14884E+5	6.14352E+5	5.32000E+2
5.55433E+2	6.14476E+5	6.14506E+5	-3.00000E+1
5.55926E+2	6.14366E+5	6.14130E+5	2.36000E+2
5.56420E+2	6.13991E+5	6.14113E+5	-1.22000E+2
5.56914E+2	6.14885E+5	6.14525E+5	3.60000E+2
5.57407E+2	6.15096E+5	6.15002E+5	9.40000E+1
5.57901E+2	6.15172E+5	6.15368E+5	-1.96000E+2
5.58394E+2	6.15003E+5	6.15041E+5	-3.80000E+1
5.58888E+2	6.14686E+5	6.14336E+5	3.50000E+2
5.59381E+2	6.14350E+5	6.14471E+5	-1.21000E+2
5.59875E+2	6.13932E+5	6.13943E+5	-1.10000E+1
5.60368E+2	6.13838E+5	6.13601E+5	2.37000E+2
5.60862E+2	6.13145E+5	6.13264E+5	-1.19000E+2
5.61355E+2	6.13336E+5	6.13221E+5	1.15000E+2
5.61849E+2	6.12959E+5	6.12886E+5	7.30000E+1
5.62342E+2	6.12789E+5	6.12678E+5	1.11000E+2
5.62835E+2	6.12377E+5	6.12414E+5	-3.70000E+1
5.63329E+2	6.12397E+5	6.12195E+5	2.02000E+2
5.63822E+2	6.12665E+5	6.12485E+5	1.80000E+2
5.64315E+2	6.12243E+5	6.12405E+5	-1.62000E+2
5.64809E+2	6.12467E+5	6.12354E+5	1.13000E+2
5.65302E+2	6.12403E+5	6.12495E+5	-9.20000E+1
5.65795E+2	6.12660E+5	6.12429E+5	2.31000E+2
5.66288E+2	6.12616E+5	6.12711E+5	-9.50000E+1
5.66781E+2	6.12853E+5	6.12721E+5	1.32000E+2
5.67274E+2	6.12601E+5	6.13017E+5	-4.16000E+2
5.67767E+2	6.13092E+5	6.13106E+5	-1.40000E+1
5.68260E+2	6.12739E+5	6.12709E+5	3.00000E+1
5.68753E+2	6.12925E+5	6.13140E+5	-2.15000E+2
