LUNA Datafile
Version = 2.0
Scan = Spectrometer 

[Scan info]
Users: sbn, ttl,ck, jl
Ion name: ox170
Ion mass: 0.0 amu
Ion charge: 1

Laser used: Laser 1
Excitation wavelength: 583.5 nm
Laser filter OD: 1.5
Laser power: 0.20 mW

Flourescence filter type: Longpass filter
Filter wavelength: 561.0

[Consys]
No Consys info found
[Consys]

[Timing]
No Timing info found
[Timing]

[Data file info]


Time elapsed (min): 2.18333
Pictures taken: 1200
[Data file info]
[Scan info]

[Notes]
-176oC
[Notes]

[Detectors]
Wavelength	Bg	Sig	Ref

[AndorNewton]
5.50000E+2	6.22286E+5	6.22509E+5	-2.23000E+2
5.50494E+2	6.17651E+5	6.17606E+5	4.50000E+1
5.50988E+2	6.16338E+5	6.16458E+5	-1.20000E+2
5.51482E+2	6.15540E+5	6.15456E+5	8.40000E+1
5.51976E+2	6.16753E+5	6.16604E+5	1.49000E+2
5.52470E+2	6.16391E+5	6.16339E+5	5.20000E+1
5.52963E+2	6.15617E+5	6.15648E+5	-3.10000E+1
5.53457E+2	6.15016E+5	6.15211E+5	-1.95000E+2
5.53951E+2	6.14712E+5	6.14818E+5	-1.06000E+2
5.54445E+2	6.14977E+5	6.15100E+5	-1.23000E+2
5.54939E+2	6.14495E+5	6.14518E+5	-2.30000E+1
5.55433E+2	6.14416E+5	6.14634E+5	-2.18000E+2
5.55926E+2	6.14036E+5	6.13972E+5	6.40000E+1
5.56420E+2	6.14050E+5	6.13935E+5	1.15000E+2
5.56914E+2	6.14606E+5	6.14564E+5	4.20000E+1
5.57407E+2	6.15025E+5	6.14865E+5	1.60000E+2
5.57901E+2	6.15070E+5	6.15020E+5	5.00000E+1
5.58394E+2	6.15142E+5	6.14903E+5	2.39000E+2
5.58888E+2	6.14919E+5	6.14293E+5	6.26000E+2
5.59381E+2	6.14540E+5	6.14595E+5	-5.50000E+1
5.59875E+2	6.13919E+5	6.13760E+5	1.59000E+2
5.60368E+2	6.13964E+5	6.13795E+5	1.69000E+2
5.60862E+2	6.13101E+5	6.13098E+5	3.00000E+0
5.61355E+2	6.12919E+5	6.13084E+5	-1.65000E+2
5.61849E+2	6.13018E+5	6.13193E+5	-1.75000E+2
5.62342E+2	6.12561E+5	6.12789E+5	-2.28000E+2
5.62835E+2	6.12426E+5	6.12387E+5	3.90000E+1
5.63329E+2	6.12301E+5	6.12299E+5	2.00000E+0
5.63822E+2	6.12473E+5	6.12557E+5	-8.40000E+1
5.64315E+2	6.12434E+5	6.12555E+5	-1.21000E+2
5.64809E+2	6.12583E+5	6.12345E+5	2.38000E+2
5.65302E+2	6.12527E+5	6.12453E+5	7.40000E+1
5.65795E+2	6.12638E+5	6.12570E+5	6.80000E+1
5.66288E+2	6.12716E+5	6.12545E+5	1.71000E+2
5.66781E+2	6.12813E+5	6.12648E+5	1.65000E+2
5.67274E+2	6.12643E+5	6.12886E+5	-2.43000E+2
5.67767E+2	6.13149E+5	6.13019E+5	1.30000E+2
5.68260E+2	6.12813E+5	6.12914E+5	-1.01000E+2
5.68753E+2	6.12900E+5	6.12859E+5	4.10000E+1
