LUNA Datafile
Version = 2.0
Scan = Spectrometer 

[Scan info]
Users: sbn, ttl,ck, jl
Ion name: ox170
Ion mass: 0.0 amu
Ion charge: 1

Laser used: Laser 1
Excitation wavelength: 556.0 nm
Laser filter OD: 1.5
Laser power: 0.20 mW

Flourescence filter type: Longpass filter
Filter wavelength: 561.0

[Consys]
No Consys info found
[Consys]

[Timing]
No Timing info found
[Timing]

[Data file info]


Time elapsed (min): 2.18333
Pictures taken: 1200
[Data file info]
[Scan info]

[Notes]
-176oC
[Notes]

[Detectors]
Wavelength	Bg	Sig	Ref

[AndorNewton]
5.50000E+2	6.22610E+5	6.22804E+5	-1.94000E+2
5.50494E+2	6.17751E+5	6.17652E+5	9.90000E+1
5.50988E+2	6.16481E+5	6.16701E+5	-2.20000E+2
5.51482E+2	6.15696E+5	6.15934E+5	-2.38000E+2
5.51976E+2	6.16889E+5	6.16813E+5	7.60000E+1
5.52470E+2	6.16406E+5	6.16143E+5	2.63000E+2
5.52963E+2	6.15934E+5	6.15775E+5	1.59000E+2
5.53457E+2	6.14986E+5	6.15369E+5	-3.83000E+2
5.53951E+2	6.15202E+5	6.15260E+5	-5.80000E+1
5.54445E+2	6.15191E+5	6.15101E+5	9.00000E+1
5.54939E+2	6.14429E+5	6.14431E+5	-2.00000E+0
5.55433E+2	6.14729E+5	6.14726E+5	3.00000E+0
5.55926E+2	6.14200E+5	6.14142E+5	5.80000E+1
5.56420E+2	6.14267E+5	6.14203E+5	6.40000E+1
5.56914E+2	6.14879E+5	6.14900E+5	-2.10000E+1
5.57407E+2	6.15380E+5	6.15264E+5	1.16000E+2
5.57901E+2	6.15369E+5	6.15399E+5	-3.00000E+1
5.58394E+2	6.15132E+5	6.14941E+5	1.91000E+2
5.58888E+2	6.14698E+5	6.14631E+5	6.70000E+1
5.59381E+2	6.14792E+5	6.14626E+5	1.66000E+2
5.59875E+2	6.14148E+5	6.14004E+5	1.44000E+2
5.60368E+2	6.13993E+5	6.13993E+5	0.00000E+0
5.60862E+2	6.13368E+5	6.13453E+5	-8.50000E+1
5.61355E+2	6.13143E+5	6.13066E+5	7.70000E+1
5.61849E+2	6.13029E+5	6.12981E+5	4.80000E+1
5.62342E+2	6.12413E+5	6.12529E+5	-1.16000E+2
5.62835E+2	6.12795E+5	6.12612E+5	1.83000E+2
5.63329E+2	6.12362E+5	6.12460E+5	-9.80000E+1
5.63822E+2	6.12731E+5	6.12267E+5	4.64000E+2
5.64315E+2	6.12487E+5	6.12511E+5	-2.40000E+1
5.64809E+2	6.12428E+5	6.12646E+5	-2.18000E+2
5.65302E+2	6.12857E+5	6.12769E+5	8.80000E+1
5.65795E+2	6.12466E+5	6.12532E+5	-6.60000E+1
5.66288E+2	6.12598E+5	6.12716E+5	-1.18000E+2
5.66781E+2	6.12900E+5	6.12947E+5	-4.70000E+1
5.67274E+2	6.13130E+5	6.12897E+5	2.33000E+2
5.67767E+2	6.15321E+5	6.15558E+5	-2.37000E+2
5.68260E+2	6.12955E+5	6.12906E+5	4.90000E+1
5.68753E+2	6.12955E+5	6.13160E+5	-2.05000E+2
